Year,Country,Company,Production_Capacity_Wafers,Fab_Count,Technology_Node_nm,AI_Chip_Production,Foundry_Revenue_USD,Global_Market_Share
2003,USA,KLA,71656.80024323215,1,62nm,0.0,71656800.24323215,0.24
2003,Netherlands,NXP,841179.358553428,21,66nm,0.0,841179358.5534279,2.81
2003,USA,Marvell,593095.9849567113,16,95nm,0.0,593095984.9567113,1.98
2003,USA,Microchip,634101.3305893131,12,82nm,0.0,634101330.589313,2.12
2003,Japan,Renesas,358337.1046363108,7,92nm,0.0,358337104.63631076,1.2
2003,Germany,Infineon,1007234.9261751303,20,96nm,0.0,1007234926.1751302,3.36
2003,Switzerland,STMicroelectronics,203400.73259380375,4,55nm,0.0,203400732.59380376,0.68
2003,USA,ON Semiconductor,301007.0803158691,7,109nm,0.0,301007080.31586915,1.0
2003,USA,GlobalFoundries,134773.71823479232,2,98nm,0.0,134773718.23479232,0.45
2003,China,SMIC,252948.160226769,5,95nm,0.0,252948160.226769,0.84
2003,Taiwan,UMC,717215.6024432217,6,74nm,0.0,717215602.4432217,2.39
2003,UK,Arm,906333.3411150427,16,55nm,0.0,906333341.1150427,3.03
2003,Taiwan,MediaTek,880636.5865516617,3,95nm,0.0,880636586.5516617,2.94
2003,Taiwan,Realtek,251195.59130622257,8,75nm,0.0,251195591.3062226,0.84
2003,Taiwan,Novatek,391451.9316130152,3,71nm,0.0,391451931.6130152,1.31
2003,South Korea,SK Hynix,1010985.408580382,31,75nm,0.0,1010985408.580382,3.37
2003,USA,Western Digital,528584.1810857694,12,103nm,0.0,528584181.0857694,1.76
2003,Japan,Kioxia,691360.9646285058,9,77nm,0.0,691360964.6285057,2.31
2003,Japan,Sony,806961.6511019013,2,89nm,0.0,806961651.1019013,2.69
2003,Japan,Rohhm,423640.6227674098,11,60nm,0.0,423640622.7674098,1.41
2003,USA,Qorvo,685903.9548508361,11,90nm,0.0,685903954.850836,2.29
2003,USA,Skyworks,96090.00098230533,2,85nm,0.0,96090000.98230533,0.32
2003,USA,Synopsys,654863.9264070246,13,92nm,0.0,654863926.4070246,2.19
2003,USA,Cadence,930222.6026402275,9,100nm,0.0,930222602.6402276,3.11
2003,USA,Ansys,584534.1539109122,3,58nm,0.0,584534153.9109123,1.95
2003,USA,Entegris,399686.5851704605,10,93nm,0.0,399686585.1704605,1.33
2003,USA,Amkor,911769.065185802,16,79nm,0.0,911769065.1858021,3.04
2003,Taiwan,ASE,189178.997597982,3,78nm,0.0,189178997.597982,0.63
2003,China,JCET,122852.68424892862,2,87nm,0.0,122852684.24892862,0.41
2003,Taiwan,Powertech,852092.329747567,26,106nm,0.0,852092329.7475669,2.84
2003,Netherlands,Nexperia,747170.9798761609,11,89nm,0.0,747170979.8761609,2.49
2003,Germany,Bosch,908429.3735764214,5,77nm,0.0,908429373.5764214,3.03
2003,Israel,Tower Semiconductor,969457.1759113406,13,86nm,0.0,969457175.9113406,3.24
2003,Israel,VisIC,685416.0696916974,5,74nm,0.0,685416069.6916974,2.29
2004,USA,NVIDIA,417385.2755605122,2,45nm,0.0,417385275.5605122,1.43
2004,Taiwan,TSMC,1002075.7233627095,10,66nm,0.0,1002075723.3627095,3.44
2004,Netherlands,ASML,375301.2745403971,11,55nm,0.0,375301274.5403971,1.29
2004,USA,Intel,529276.4117809876,14,81nm,0.0,529276411.7809876,1.82
2004,South Korea,Samsung,242855.26738722215,6,64nm,0.0,242855267.38722214,0.83
2004,USA,Broadcom,591971.3935723777,4,47nm,0.0,591971393.5723777,2.03
2004,USA,Qualcomm,880056.6250011479,14,63nm,0.0,880056625.0011479,3.02
2004,USA,AMD,881901.6768952187,21,50nm,0.0,881901676.8952186,3.03
2004,USA,Texas Instruments,741624.7757857061,5,77nm,0.0,741624775.7857062,2.55
2004,USA,Applied Materials,796579.2637701561,23,47nm,0.0,796579263.770156,2.73
2004,USA,Lam Research,91096.35207387508,1,55nm,0.0,91096352.07387508,0.31
2004,USA,Micron,314447.0677086718,9,54nm,0.0,314447067.7086718,1.08
2004,Japan,Tokyo Electron,343812.87792727,8,63nm,0.0,343812877.92727,1.18
2004,USA,Analog Devices,937411.614979293,4,65nm,0.0,937411614.979293,3.22
2004,USA,KLA,63529.59381554037,1,83nm,0.0,63529593.81554037,0.22
2004,Netherlands,NXP,187752.5564342919,4,62nm,0.0,187752556.4342919,0.64
2004,USA,Marvell,432475.751680399,12,44nm,0.0,432475751.680399,1.48
2004,USA,Microchip,804616.6709424928,24,68nm,0.0,804616670.9424927,2.76
2004,Japan,Renesas,1125703.215350916,4,62nm,0.0,1125703215.350916,3.86
2004,Germany,Infineon,329945.5621713722,8,87nm,0.0,329945562.1713722,1.13
2004,Switzerland,STMicroelectronics,325679.35343443544,7,52nm,0.0,325679353.4344354,1.12
2004,USA,ON Semiconductor,688828.3793762133,11,86nm,0.0,688828379.3762133,2.36
2004,USA,GlobalFoundries,739628.0726910447,9,48nm,0.0,739628072.6910447,2.54
2004,China,SMIC,201866.27059228305,2,55nm,0.0,201866270.59228304,0.69
2004,Taiwan,UMC,1024324.4840211781,19,66nm,0.0,1024324484.0211781,3.52
2004,UK,Arm,158968.19331819974,5,75nm,0.0,158968193.31819975,0.55
2004,Taiwan,MediaTek,103577.99359440187,3,67nm,0.0,103577993.59440187,0.36
2004,Taiwan,Realtek,120109.00659821124,2,65nm,0.0,120109006.59821124,0.41
2004,Taiwan,Novatek,218950.8592320123,7,81nm,0.0,218950859.2320123,0.75
2004,South Korea,SK Hynix,810770.2686990313,13,62nm,0.0,810770268.6990314,2.78
2004,USA,Western Digital,789544.797369522,14,46nm,0.0,789544797.3695221,2.71
2004,Japan,Kioxia,626703.1149539101,16,64nm,0.0,626703114.9539101,2.15
2004,Japan,Sony,85100.93520381965,3,52nm,0.0,85100935.20381965,0.29
2004,Japan,Rohhm,328138.1018283336,3,58nm,0.0,328138101.82833356,1.13
2004,USA,Qorvo,913939.7706898347,16,52nm,0.0,913939770.6898347,3.14
2004,USA,Skyworks,1056328.1719068,29,82nm,0.0,1056328171.9068,3.63
2004,USA,Synopsys,304824.3445846902,5,87nm,0.0,304824344.58469015,1.05
2004,USA,Cadence,931886.6721405487,3,46nm,0.0,931886672.1405487,3.2
2004,USA,Ansys,569583.2991313033,16,67nm,0.0,569583299.1313033,1.96
2004,USA,Entegris,609427.5094483253,4,72nm,0.0,609427509.4483253,2.09
2004,USA,Amkor,990793.3168658651,13,78nm,0.0,990793316.8658651,3.4
2004,Taiwan,ASE,1158224.5449873544,9,66nm,0.0,1158224544.9873545,3.98
2004,China,JCET,361674.23870746087,9,69nm,0.0,361674238.7074609,1.24
2004,Taiwan,Powertech,770268.9230391572,19,61nm,0.0,770268923.0391572,2.64
2004,Netherlands,Nexperia,1100145.920446683,19,50nm,0.0,1100145920.446683,3.78
2004,Germany,Bosch,842377.3629665117,21,57nm,0.0,842377362.9665117,2.89
2004,Israel,Tower Semiconductor,1032042.8062305335,29,56nm,0.0,1032042806.2305335,3.54
2004,Israel,VisIC,1180621.2519131012,8,52nm,0.0,1180621251.9131012,4.05
2005,USA,NVIDIA,250675.428066582,7,58nm,0.0,250675428.06658202,0.85
2005,Taiwan,TSMC,211327.74694728426,4,56nm,0.0,211327746.94728425,0.72
2005,Netherlands,ASML,127243.50411199452,4,63nm,0.0,127243504.11199452,0.43
2005,USA,Intel,643878.2976313818,19,49nm,0.0,643878297.6313818,2.19
2005,South Korea,Samsung,1230535.14081971,26,57nm,0.0,1230535140.81971,4.19
2005,USA,Broadcom,228294.74673733662,7,50nm,0.0,228294746.73733664,0.78
2005,USA,Qualcomm,223735.9220835372,1,54nm,0.0,223735922.08353722,0.76
2005,USA,AMD,671064.5371002785,15,66nm,0.0,671064537.1002785,2.28
2005,USA,Texas Instruments,122273.06618771117,3,41nm,0.0,122273066.18771116,0.42
2005,USA,Applied Materials,1076266.8901175258,27,54nm,0.0,1076266890.1175258,3.66
2005,USA,Lam Research,895047.4283135567,10,51nm,0.0,895047428.3135567,3.05
2005,USA,Micron,1031505.1996953278,16,47nm,0.0,1031505199.6953278,3.51
2005,Japan,Tokyo Electron,630410.2478816174,16,46nm,0.0,630410247.8816174,2.14
2005,USA,Analog Devices,237857.95159128617,6,64nm,0.0,237857951.59128618,0.81
2005,USA,KLA,148280.9111913283,2,40nm,0.0,148280911.19132832,0.5
2005,Netherlands,NXP,451228.2291881541,7,61nm,0.0,451228229.1881541,1.54
2005,USA,Marvell,822655.7914800509,16,47nm,0.0,822655791.4800509,2.8
2005,USA,Microchip,1055773.252528831,17,69nm,0.0,1055773252.5288309,3.59
2005,Japan,Renesas,801824.1194122776,5,58nm,0.0,801824119.4122776,2.73
2005,Germany,Infineon,423252.41890383133,9,37nm,0.0,423252418.90383136,1.44
2005,Switzerland,STMicroelectronics,239229.76054055025,7,43nm,0.0,239229760.54055026,0.81
2005,USA,ON Semiconductor,1050375.3784226016,11,57nm,0.0,1050375378.4226016,3.57
2005,USA,GlobalFoundries,875334.452549543,15,45nm,0.0,875334452.549543,2.98
2005,China,SMIC,285489.36105459277,1,45nm,0.0,285489361.0545928,0.97
2005,Taiwan,UMC,825124.4184008217,24,65nm,0.0,825124418.4008217,2.81
2005,UK,Arm,963429.3512557456,24,58nm,0.0,963429351.2557456,3.28
2005,Taiwan,MediaTek,343851.4005183537,10,58nm,0.0,343851400.5183537,1.17
2005,Taiwan,Realtek,711539.7729510389,4,50nm,0.0,711539772.951039,2.42
2005,Taiwan,Novatek,588938.8822223598,16,54nm,0.0,588938882.2223598,2.0
2005,South Korea,SK Hynix,490990.6724887518,15,39nm,0.0,490990672.4887518,1.67
2005,USA,Western Digital,542621.8246821321,2,61nm,0.0,542621824.6821321,1.85
2005,Japan,Kioxia,1149643.7764439594,12,65nm,0.0,1149643776.4439595,3.91
2005,Japan,Sony,382967.33231582475,11,61nm,0.0,382967332.31582475,1.3
2005,Japan,Rohhm,1011010.8016307624,3,69nm,0.0,1011010801.6307625,3.44
2005,USA,Qorvo,915171.965286146,10,64nm,0.0,915171965.286146,3.11
2005,USA,Skyworks,369863.4680582892,10,39nm,0.0,369863468.05828923,1.26
2005,USA,Synopsys,887015.3223894747,16,38nm,0.0,887015322.3894747,3.02
2005,USA,Cadence,321319.93961707776,1,51nm,0.0,321319939.61707777,1.09
2005,USA,Ansys,394049.94443100045,8,45nm,0.0,394049944.4310005,1.34
2005,USA,Entegris,392400.91159605625,9,36nm,0.0,392400911.5960562,1.34
2005,USA,Amkor,1131046.3691101845,30,58nm,0.0,1131046369.1101844,3.85
2005,Taiwan,ASE,751696.4233815458,21,41nm,0.0,751696423.3815458,2.56
2005,China,JCET,121737.22368376504,2,63nm,0.0,121737223.68376504,0.41
2005,Taiwan,Powertech,67471.07673994207,2,70nm,0.0,67471076.73994207,0.23
2005,Netherlands,Nexperia,1073227.714950986,18,37nm,0.0,1073227714.950986,3.65
2005,Germany,Bosch,1043432.5551224945,20,39nm,0.0,1043432555.1224945,3.55
2005,Israel,Tower Semiconductor,139975.17390861135,4,58nm,0.0,139975173.90861136,0.48
2005,Israel,VisIC,1040876.3291630256,28,55nm,0.0,1040876329.1630256,3.54
2006,USA,NVIDIA,685226.6521359226,10,37nm,0.0,685226652.1359226,2.22
2006,Taiwan,TSMC,579675.2541339988,14,45nm,0.0,579675254.1339988,1.88
2006,Netherlands,ASML,1163074.671402474,17,45nm,0.0,1163074671.402474,3.78
2006,USA,Intel,830285.8226391936,16,47nm,0.0,830285822.6391937,2.7
2006,South Korea,Samsung,328490.2387095032,6,31nm,0.0,328490238.7095032,1.07
2006,USA,Broadcom,515867.4314194912,9,46nm,0.0,515867431.4194912,1.67
2006,USA,Qualcomm,1236976.5609948232,24,49nm,0.0,1236976560.9948232,4.02
2006,USA,AMD,670982.9597968883,14,30nm,0.0,670982959.7968882,2.18
2006,USA,Texas Instruments,350094.87399251305,5,41nm,0.0,350094873.99251306,1.14
2006,USA,Applied Materials,84156.50177003688,1,35nm,0.0,84156501.77003688,0.27
2006,USA,Lam Research,1263732.6482079385,15,41nm,0.0,1263732648.2079384,4.1
2006,USA,Micron,275828.4860287126,6,36nm,0.0,275828486.0287126,0.9
2006,Japan,Tokyo Electron,289708.54493055574,5,28nm,0.0,289708544.93055576,0.94
2006,USA,Analog Devices,35763.977595113065,1,29nm,0.0,35763977.59511306,0.12
2006,USA,KLA,163624.8107625008,2,50nm,0.0,163624810.7625008,0.53
2006,Netherlands,NXP,754789.9716524893,13,36nm,0.0,754789971.6524893,2.45
2006,USA,Marvell,1213054.238557408,16,30nm,0.0,1213054238.557408,3.94
2006,USA,Microchip,812142.7415340788,5,37nm,0.0,812142741.5340788,2.64
2006,Japan,Renesas,672442.8099264884,18,42nm,0.0,672442809.9264884,2.18
2006,Germany,Infineon,920677.6679243403,28,31nm,0.0,920677667.9243404,2.99
2006,Switzerland,STMicroelectronics,376007.96351186786,5,40nm,0.0,376007963.5118679,1.22
2006,USA,ON Semiconductor,549640.8498883053,16,48nm,0.0,549640849.8883053,1.78
2006,USA,GlobalFoundries,800471.2427515566,9,51nm,0.0,800471242.7515565,2.6
2006,China,SMIC,1242747.0916318758,32,28nm,0.0,1242747091.6318758,4.03
2006,Taiwan,UMC,836775.3456136605,3,35nm,0.0,836775345.6136606,2.72
2006,UK,Arm,101834.46824306113,2,47nm,0.0,101834468.24306113,0.33
2006,Taiwan,MediaTek,171857.2508959631,3,40nm,0.0,171857250.8959631,0.56
2006,Taiwan,Realtek,496173.5497234078,3,39nm,0.0,496173549.7234078,1.61
2006,Taiwan,Novatek,983000.8329079248,4,30nm,0.0,983000832.9079248,3.19
2006,South Korea,SK Hynix,477978.62579904386,14,46nm,0.0,477978625.79904383,1.55
2006,USA,Western Digital,890625.5248008476,11,44nm,0.0,890625524.8008476,2.89
2006,Japan,Kioxia,38907.12845134507,1,53nm,0.0,38907128.451345064,0.13
2006,Japan,Sony,806418.5986712996,22,48nm,0.0,806418598.6712997,2.62
2006,Japan,Rohhm,179591.42249830137,5,30nm,0.0,179591422.49830136,0.58
2006,USA,Qorvo,706274.560025851,5,28nm,0.0,706274560.025851,2.29
2006,USA,Skyworks,563671.647402612,6,41nm,0.0,563671647.402612,1.83
2006,USA,Synopsys,761352.6556998178,3,31nm,0.0,761352655.6998178,2.47
2006,USA,Cadence,737710.413077842,9,48nm,0.0,737710413.077842,2.4
2006,USA,Ansys,857019.560306131,23,47nm,0.0,857019560.306131,2.78
2006,USA,Entegris,573732.1925950487,12,35nm,0.0,573732192.5950487,1.86
2006,USA,Amkor,416243.39744344295,11,40nm,0.0,416243397.44344294,1.35
2006,Taiwan,ASE,1043136.553820381,27,52nm,0.0,1043136553.820381,3.39
2006,China,JCET,1193793.2904616983,17,37nm,0.0,1193793290.4616983,3.88
2006,Taiwan,Powertech,767721.2031609011,10,45nm,0.0,767721203.1609011,2.49
2006,Netherlands,Nexperia,924916.3890082325,20,38nm,0.0,924916389.0082325,3.0
2006,Germany,Bosch,238579.89696421108,4,32nm,0.0,238579896.96421108,0.77
2006,Israel,Tower Semiconductor,1159983.6228241718,14,32nm,0.0,1159983622.8241718,3.77
2006,Israel,VisIC,58420.44611992662,2,46nm,0.0,58420446.119926624,0.19
2007,USA,NVIDIA,477619.31238704885,2,31nm,0.0,477619312.38704884,1.36
2007,Taiwan,TSMC,438740.7459688697,10,36nm,0.0,438740745.9688697,1.25
2007,Netherlands,ASML,509357.50240534544,5,44nm,0.0,509357502.40534544,1.45
2007,USA,Intel,627644.1448424599,14,25nm,0.0,627644144.8424599,1.78
2007,South Korea,Samsung,669435.1726493833,2,33nm,0.0,669435172.6493833,1.9
2007,USA,Broadcom,1302395.0296167203,17,23nm,0.0,1302395029.6167202,3.7
2007,USA,Qualcomm,67954.51138629149,1,26nm,0.0,67954511.38629149,0.19
2007,USA,AMD,57894.82344218996,2,32nm,0.0,57894823.44218996,0.16
2007,USA,Texas Instruments,409670.8333198219,12,25nm,0.0,409670833.3198219,1.16
2007,USA,Applied Materials,1291680.6107078872,14,42nm,0.0,1291680610.7078872,3.67
2007,USA,Lam Research,824693.4255823276,21,44nm,0.0,824693425.5823276,2.34
2007,USA,Micron,408560.3942342006,12,31nm,0.0,408560394.2342006,1.16
2007,Japan,Tokyo Electron,537032.2499669482,7,34nm,0.0,537032249.9669482,1.53
2007,USA,Analog Devices,230933.89212513843,5,34nm,0.0,230933892.12513843,0.66
2007,USA,KLA,1034996.098076243,27,32nm,0.0,1034996098.0762429,2.94
2007,Netherlands,NXP,426986.88889202627,4,26nm,0.0,426986888.89202625,1.21
2007,USA,Marvell,103267.75124930992,2,28nm,0.0,103267751.24930993,0.29
2007,USA,Microchip,1305570.2015012568,23,30nm,0.0,1305570201.5012567,3.71
2007,Japan,Renesas,794958.6361146597,5,32nm,0.0,794958636.1146597,2.26
2007,Germany,Infineon,855508.0072400675,14,31nm,0.0,855508007.2400675,2.43
2007,Switzerland,STMicroelectronics,1341861.4185143006,36,36nm,0.0,1341861418.5143006,3.81
2007,USA,ON Semiconductor,780286.2488441601,16,27nm,0.0,780286248.8441601,2.22
2007,USA,GlobalFoundries,549767.2343386936,2,33nm,0.0,549767234.3386935,1.56
2007,China,SMIC,745421.5245759884,7,44nm,0.0,745421524.5759884,2.12
2007,Taiwan,UMC,1230208.4502699713,28,34nm,0.0,1230208450.2699714,3.49
2007,UK,Arm,1177969.1982138872,7,40nm,0.0,1177969198.2138872,3.35
2007,Taiwan,MediaTek,192137.93687814032,5,28nm,0.0,192137936.87814033,0.55
2007,Taiwan,Realtek,1187390.838687064,34,25nm,0.0,1187390838.687064,3.37
2007,Taiwan,Novatek,639119.8255015156,19,33nm,0.0,639119825.5015156,1.82
2007,South Korea,SK Hynix,1169473.3722867433,22,30nm,0.0,1169473372.2867432,3.32
2007,USA,Western Digital,405091.6439607263,4,39nm,0.0,405091643.96072626,1.15
2007,Japan,Kioxia,538393.0905268659,9,33nm,0.0,538393090.526866,1.53
2007,Japan,Sony,790740.1556754326,21,44nm,0.0,790740155.6754327,2.25
2007,Japan,Rohhm,566233.9079431598,15,39nm,0.0,566233907.9431598,1.61
2007,USA,Qorvo,785778.8027757234,23,27nm,0.0,785778802.7757233,2.23
2007,USA,Skyworks,171556.55023962914,5,32nm,0.0,171556550.23962915,0.49
2007,USA,Synopsys,1147539.7941159408,31,23nm,0.0,1147539794.1159408,3.26
2007,USA,Cadence,1195823.8814305582,18,34nm,0.0,1195823881.4305582,3.4
2007,USA,Ansys,855981.8921763172,24,22nm,0.0,855981892.1763172,2.43
2007,USA,Entegris,657863.908584472,14,38nm,0.0,657863908.5844721,1.87
2007,USA,Amkor,943220.4069235938,6,29nm,0.0,943220406.9235939,2.68
2007,Taiwan,ASE,501580.64012670884,13,28nm,0.0,501580640.12670887,1.42
2007,China,JCET,305762.66719630983,9,22nm,0.0,305762667.1963098,0.87
2007,Taiwan,Powertech,1347116.9920672572,29,41nm,0.0,1347116992.0672572,3.83
2007,Netherlands,Nexperia,416781.46136601357,2,39nm,0.0,416781461.3660136,1.18
2007,Germany,Bosch,1130573.301831894,26,25nm,0.0,1130573301.8318942,3.21
2007,Israel,Tower Semiconductor,1023785.1411459701,25,37nm,0.0,1023785141.1459701,2.91
2007,Israel,VisIC,1040571.3790885606,27,36nm,0.0,1040571379.0885606,2.96
2008,USA,NVIDIA,149565.66756639967,3,19nm,0.0,149565667.56639966,0.46
2008,Taiwan,TSMC,587149.0385764951,8,19nm,0.0,587149038.5764952,1.82
2008,Netherlands,ASML,506581.77260612557,3,32nm,0.0,506581772.6061256,1.57
2008,USA,Intel,1328227.971623254,6,35nm,0.0,1328227971.623254,4.11
2008,South Korea,Samsung,744975.0942900144,8,19nm,0.0,744975094.2900144,2.3
2008,USA,Broadcom,714856.4957926132,18,30nm,0.0,714856495.7926133,2.21
2008,USA,Qualcomm,96910.087728572,1,25nm,0.0,96910087.72857201,0.3
2008,USA,AMD,433138.55783377815,4,23nm,0.0,433138557.83377814,1.34
2008,USA,Texas Instruments,1130378.3238033256,32,25nm,0.0,1130378323.8033257,3.5
2008,USA,Applied Materials,1271184.2949257859,14,26nm,0.0,1271184294.9257858,3.93
2008,USA,Lam Research,338111.78500355163,7,35nm,0.0,338111785.0035516,1.05
2008,USA,Micron,855992.5277715155,11,29nm,0.0,855992527.7715155,2.65
2008,Japan,Tokyo Electron,196647.17085451173,6,27nm,0.0,196647170.85451174,0.61
2008,USA,Analog Devices,644507.846078389,12,29nm,0.0,644507846.0783889,1.99
2008,USA,KLA,126476.40614277586,3,22nm,0.0,126476406.14277586,0.39
2008,Netherlands,NXP,1007543.0117990412,26,32nm,0.0,1007543011.7990412,3.12
2008,USA,Marvell,786031.3272836239,14,20nm,0.0,786031327.2836238,2.43
2008,USA,Microchip,1091774.918353102,11,26nm,0.0,1091774918.353102,3.38
2008,Japan,Renesas,418024.05549655296,3,29nm,0.0,418024055.49655294,1.29
2008,Germany,Infineon,102543.55177702405,3,23nm,0.0,102543551.77702406,0.32
2008,Switzerland,STMicroelectronics,28184.79880215386,1,18nm,0.0,28184798.80215386,0.09
2008,USA,ON Semiconductor,406904.6333302741,9,19nm,0.0,406904633.3302741,1.26
2008,USA,GlobalFoundries,1179572.4115124352,3,22nm,0.0,1179572411.5124352,3.65
2008,China,SMIC,1044520.3650406421,12,19nm,0.0,1044520365.0406421,3.23
2008,Taiwan,UMC,522240.93659418705,5,33nm,0.0,522240936.594187,1.62
2008,UK,Arm,457913.3429268164,12,34nm,0.0,457913342.9268164,1.42
2008,Taiwan,MediaTek,623197.4996589986,18,24nm,0.0,623197499.6589986,1.93
2008,Taiwan,Realtek,1350715.5874244284,7,30nm,0.0,1350715587.4244285,4.18
2008,Taiwan,Novatek,705512.8635069061,10,29nm,0.0,705512863.506906,2.18
2008,South Korea,SK Hynix,993691.9297223024,3,21nm,0.0,993691929.7223023,3.07
2008,USA,Western Digital,1006299.1814702853,21,35nm,0.0,1006299181.4702853,3.11
2008,Japan,Kioxia,1072143.8482240743,31,30nm,0.0,1072143848.2240744,3.32
2008,Japan,Sony,436927.630253316,3,32nm,0.0,436927630.25331604,1.35
2008,Japan,Rohhm,911772.7318649567,4,24nm,0.0,911772731.8649566,2.82
2008,USA,Qorvo,1340729.3468444408,22,25nm,0.0,1340729346.8444407,4.15
2008,USA,Skyworks,655963.8582785514,6,24nm,0.0,655963858.2785513,2.03
2008,USA,Synopsys,535383.7872144064,2,31nm,0.0,535383787.21440643,1.66
2008,USA,Cadence,599444.080572122,15,33nm,0.0,599444080.572122,1.85
2008,USA,Ansys,318855.8430465589,7,26nm,0.0,318855843.0465589,0.99
2008,USA,Entegris,1235575.0444282775,10,30nm,0.0,1235575044.4282775,3.82
2008,USA,Amkor,861835.9117307353,9,20nm,0.0,861835911.7307353,2.67
2008,Taiwan,ASE,922049.7513748234,21,23nm,0.0,922049751.3748233,2.85
2008,China,JCET,912710.3327186145,12,30nm,0.0,912710332.7186145,2.82
2008,Taiwan,Powertech,301323.35715464083,9,23nm,0.0,301323357.15464085,0.93
2008,Netherlands,Nexperia,532602.3752014418,2,20nm,0.0,532602375.2014418,1.65
2008,Germany,Bosch,735762.5305213141,7,33nm,0.0,735762530.5213141,2.28
2008,Israel,Tower Semiconductor,48159.32923459668,1,24nm,0.0,48159329.23459668,0.15
2008,Israel,VisIC,54517.509618948614,1,25nm,0.0,54517509.618948616,0.17
2009,USA,NVIDIA,729360.5744998216,10,22nm,0.0,729360574.4998217,1.95
2009,Taiwan,TSMC,874682.1100409735,2,21nm,0.0,874682110.0409735,2.33
2009,Netherlands,ASML,1398132.421301263,24,24nm,0.0,1398132421.3012629,3.73
2009,USA,Intel,472158.542099891,12,25nm,0.0,472158542.099891,1.26
2009,South Korea,Samsung,769761.6837165314,23,16nm,0.0,769761683.7165314,2.05
2009,USA,Broadcom,53082.63180809459,2,26nm,0.0,53082631.80809459,0.14
2009,USA,Qualcomm,199814.47258033883,2,14nm,0.0,199814472.58033884,0.53
2009,USA,AMD,445791.53591918247,11,21nm,0.0,445791535.9191825,1.19
2009,USA,Texas Instruments,523643.8378921374,7,14nm,0.0,523643837.8921374,1.4
2009,USA,Applied Materials,455016.5496702002,10,28nm,0.0,455016549.6702002,1.21
2009,USA,Lam Research,1232673.435144121,4,27nm,0.0,1232673435.1441212,3.29
2009,USA,Micron,1141924.9452973476,28,21nm,0.0,1141924945.2973475,3.05
2009,Japan,Tokyo Electron,594565.5212883485,7,15nm,0.0,594565521.2883484,1.59
2009,USA,Analog Devices,353322.4515245464,4,21nm,0.0,353322451.52454644,0.94
2009,USA,KLA,1091118.5017739022,17,15nm,0.0,1091118501.7739022,2.91
2009,Netherlands,NXP,1390019.3072042377,40,25nm,0.0,1390019307.2042377,3.71
2009,USA,Marvell,1437676.9481227575,25,28nm,0.0,1437676948.1227574,3.83
2009,USA,Microchip,136434.76271640285,2,17nm,0.0,136434762.71640286,0.36
2009,Japan,Renesas,307278.8125547977,2,23nm,0.0,307278812.5547977,0.82
2009,Germany,Infineon,1139258.3570169203,21,16nm,0.0,1139258357.0169203,3.04
2009,Switzerland,STMicroelectronics,1181606.8770754621,24,20nm,0.0,1181606877.075462,3.15
2009,USA,ON Semiconductor,986939.1499567456,10,19nm,0.0,986939149.9567455,2.63
2009,USA,GlobalFoundries,1332747.383090558,14,21nm,0.0,1332747383.090558,3.56
2009,China,SMIC,1293890.556239737,29,15nm,0.0,1293890556.239737,3.45
2009,Taiwan,UMC,238317.62592041682,1,23nm,0.0,238317625.9204168,0.64
2009,UK,Arm,665143.9375082045,4,28nm,0.0,665143937.5082045,1.77
2009,Taiwan,MediaTek,781646.4677267259,7,21nm,0.0,781646467.7267258,2.09
2009,Taiwan,Realtek,994740.4928165881,5,18nm,0.0,994740492.8165882,2.65
2009,Taiwan,Novatek,1175697.9625461549,18,22nm,0.0,1175697962.546155,3.14
2009,South Korea,SK Hynix,644031.5391396559,3,16nm,0.0,644031539.1396558,1.72
2009,USA,Western Digital,662114.668652227,6,15nm,0.0,662114668.652227,1.77
2009,Japan,Kioxia,1227826.1726176415,37,25nm,0.0,1227826172.6176414,3.28
2009,Japan,Sony,1242228.373742332,11,28nm,0.0,1242228373.742332,3.31
2009,Japan,Rohhm,308831.42602832173,9,28nm,0.0,308831426.02832174,0.82
2009,USA,Qorvo,1040358.1069651353,31,22nm,0.0,1040358106.9651353,2.78
2009,USA,Skyworks,397808.87389322434,6,22nm,0.0,397808873.89322436,1.06
2009,USA,Synopsys,132848.8996403883,3,28nm,0.0,132848899.6403883,0.35
2009,USA,Cadence,299142.9703426769,8,27nm,0.0,299142970.34267694,0.8
2009,USA,Ansys,1369999.9633975336,40,21nm,0.0,1369999963.3975337,3.65
2009,USA,Entegris,1417754.5372559268,33,16nm,0.0,1417754537.2559268,3.78
2009,USA,Amkor,706675.0512909853,16,17nm,0.0,706675051.2909853,1.89
2009,Taiwan,ASE,939314.175822969,20,16nm,0.0,939314175.822969,2.51
2009,China,JCET,831986.2289953666,20,21nm,0.0,831986228.9953666,2.22
2009,Taiwan,Powertech,46198.52893884865,1,19nm,0.0,46198528.93884865,0.12
2009,Netherlands,Nexperia,1345121.7712415622,12,23nm,0.0,1345121771.2415621,3.59
2009,Germany,Bosch,344569.8122552085,4,26nm,0.0,344569812.2552085,0.92
2009,Israel,Tower Semiconductor,1064712.1094655944,5,20nm,0.0,1064712109.4655944,2.84
2009,Israel,VisIC,70450.23413992081,2,23nm,0.0,70450234.13992082,0.19
2010,USA,NVIDIA,204198.85668928278,3,16nm,0.0,204198856.68928277,0.48
2010,Taiwan,TSMC,1381710.6062443932,42,12nm,0.0,1381710606.244393,3.23
2010,Netherlands,ASML,1148681.6475382263,15,16nm,0.0,1148681647.5382264,2.69
