Year,Exporting_Country,Importing_Country,Chip_Export_Value_USD,Chip_Import_Value_USD,Trade_Balance,Logistics_Route,Supply_Chain_Dependency
1995,USA,Japan,3739760818.568632,3572957251.2890906,166803567.2795415,Pacific Ocean,29.99528676948475
1995,USA,Germany,11858949408.79938,12355122546.913965,-496173138.1145859,Eurasian Railway,32.54807668155919
1995,USA,South Korea,10432604486.02439,10830185196.95526,-397580710.93087006,Air Freight,58.683049673065256
1995,USA,India,4768843039.633248,4858119685.172895,-89276645.5396471,Indian Ocean,36.75946672092408
1995,USA,UK,5687728267.605891,5735654730.94196,-47926463.33606911,Indian Ocean,26.232463644414228
1995,USA,Taiwan,14252179566.156076,14430562427.200424,-178382861.04434776,Pacific Ocean,85.24245733455722
1995,USA,Vietnam,10610869646.81838,10645495826.12912,-34626179.31073952,Pacific Ocean,86.55039564351765
1995,USA,Mexico,9493135782.37395,9667309325.203014,-174173542.82906532,Indian Ocean,83.49385380623715
1995,South Korea,USA,5720785433.529474,5701403080.256222,19382353.273252487,Pacific Ocean,37.484892339267326
1995,South Korea,China,5554135239.238795,5804627856.247648,-250492617.00885296,Eurasian Railway,38.57673088993715
1995,South Korea,Japan,2254290379.326217,2340092916.479465,-85802537.15324783,Pacific Ocean,13.431844268075135
1995,South Korea,Germany,12431065061.893196,12086707112.3564,344357949.53679657,Indian Ocean,7.430673911904032
1995,South Korea,India,7099322515.08436,6975075432.708898,124247082.37546253,Indian Ocean,17.773743500125292
1995,South Korea,UK,4847666159.191391,4810930991.968949,36735167.22244167,Eurasian Railway,26.994262375349372
1995,South Korea,Taiwan,11232055305.460758,11661249758.625648,-429194453.1648903,Indian Ocean,38.681879805600786
1995,South Korea,Vietnam,419353225.59208894,414104336.36837894,5248889.2237100005,Indian Ocean,34.14649695548631
1995,South Korea,Mexico,8631711187.204145,8992557775.777065,-360846588.57291985,Pacific Ocean,16.754745383150162
1995,Japan,USA,861470016.9293873,888942908.5791892,-27472891.64980185,Pacific Ocean,22.628715069737183
1995,Japan,China,10503207231.228617,10553274165.771614,-50066934.54299736,Eurasian Railway,15.26080932558203
1995,Japan,Germany,13416317252.051765,13574810179.763706,-158492927.71194077,Eurasian Railway,20.176702985946804
1995,Japan,South Korea,1926868234.6178234,2021812220.6183262,-94943986.00050282,Air Freight,8.67049273539251
1995,Japan,India,703648933.3839598,706091042.6528405,-2442109.268880725,Pacific Ocean,30.1904042460248
1995,Japan,UK,7350760445.73357,7675811558.879472,-325051113.1459017,Eurasian Railway,21.22607628471703
1995,Japan,Taiwan,7705322744.9397545,7576135735.307865,129187009.63188934,Eurasian Railway,19.180125342533138
1995,Japan,Vietnam,576990411.4080132,564522703.9859387,12467707.422074556,Pacific Ocean,36.989936161390034
1995,Japan,Mexico,9838447616.93084,10158999122.360836,-320551505.4299965,Eurasian Railway,8.677995831035501
1995,Netherlands,USA,6950851109.082701,6655662393.754263,295188715.3284378,Pacific Ocean,86.77233565767793
1995,Netherlands,China,15007062749.401382,15413074397.151022,-406011647.7496395,Indian Ocean,68.82762574513617
1995,Netherlands,Japan,7363376986.7993555,7130079913.96662,233297072.83273506,Pacific Ocean,49.23682528073896
1995,Netherlands,Germany,20775570622.711327,19885142699.388176,890427923.3231506,Indian Ocean,60.3246078847707
1995,Netherlands,South Korea,13745556941.942732,14014451379.525782,-268894437.5830498,Pacific Ocean,41.765458176464314
1995,Netherlands,India,2242157758.675924,2149847807.6311336,92309951.04479027,Eurasian Railway,85.67422890368606
1995,Netherlands,UK,13219485934.02005,13003734390.643076,215751543.3769741,Indian Ocean,46.396773149296706
1995,Netherlands,Taiwan,14830862144.05415,14229963979.082743,600898164.9714069,Air Freight,65.36843182511338
1995,Netherlands,Vietnam,6638787488.609061,6502048208.872919,136739279.73614216,Eurasian Railway,21.310026110484415
1995,Netherlands,Mexico,16404896569.66488,16751248241.687265,-346351672.02238464,Pacific Ocean,83.62100783959632
1995,China,USA,10161052560.246365,10434714604.239122,-273662043.9927578,Pacific Ocean,5.3353355284623225
1995,China,Japan,5409704126.430654,5476808114.460055,-67103988.02940178,Pacific Ocean,22.249901861672793
1995,China,Germany,8378383422.167016,8598489187.641596,-220105765.4745798,Eurasian Railway,17.941175557192373
1995,China,South Korea,1852919922.607115,1824261609.9115953,28658312.695519686,Eurasian Railway,20.893274061151637
1995,China,India,7079517538.5740185,7066168655.021476,13348883.552542686,Eurasian Railway,12.411302980577865
1995,China,UK,10983834639.519945,11425076518.405058,-441241878.88511276,Pacific Ocean,7.616524635262311
1995,China,Taiwan,667366868.425065,676786960.5826453,-9420092.157580256,Eurasian Railway,31.725086971330143
1995,China,Vietnam,9054517889.558783,9035923481.444565,18594408.11421776,Air Freight,26.935553034107485
1995,China,Mexico,8593416141.497637,8974795996.489864,-381379854.99222755,Indian Ocean,39.05341565579851
1995,Germany,USA,717970037.5258133,746247910.4717827,-28277872.945969343,Pacific Ocean,33.63833098671755
1995,Germany,China,6117741018.978478,5969585051.606952,148155967.37152672,Eurasian Railway,14.359982541322248
1995,Germany,Japan,11990738669.203396,12347030087.178825,-356291417.97542953,Eurasian Railway,14.397781468877145
1995,Germany,South Korea,2935747365.0582433,2848762136.9787793,86985228.07946396,Indian Ocean,21.82045112138966
1995,Germany,India,10859567230.016125,10317636775.316776,541930454.6993484,Air Freight,39.99653419532311
1995,Germany,UK,14125994282.576015,13965602677.910908,160391604.66510773,Air Freight,35.47938375535342
1995,Germany,Taiwan,359916159.2818867,374972951.6581744,-15056792.376287699,Indian Ocean,24.525671055409767
1995,Germany,Vietnam,7142126648.331764,7178524512.2970495,-36397863.9652853,Eurasian Railway,20.190399395872006
1995,Germany,Mexico,12767203082.91489,12464260357.299349,302942725.61554146,Pacific Ocean,21.464471661568346
1995,Malaysia,USA,3999387853.7090626,4038787055.0541525,-39399201.34508991,Pacific Ocean,19.14476388897923
1995,Malaysia,China,12954916339.697165,13227340532.239141,-272424192.5419769,Pacific Ocean,9.650161194963374
1995,Malaysia,Japan,3126593696.2616444,2992966474.849271,133627221.41237354,Eurasian Railway,32.14419577780012
1995,Malaysia,Germany,7821920906.519911,8193602268.541175,-371681362.0212641,Pacific Ocean,20.285783722812432
1995,Malaysia,South Korea,14994035094.926836,14702307403.052082,291727691.87475395,Pacific Ocean,14.066895220709048
1995,Malaysia,India,10657730558.397503,10148592041.934462,509138516.4630413,Eurasian Railway,21.30764741553823
1995,Malaysia,UK,10514250328.861153,10193021298.259634,321229030.60151863,Pacific Ocean,6.098510223890277
1995,Malaysia,Taiwan,2044623834.9376664,2096896872.9020278,-52273037.96436143,Eurasian Railway,7.013437430012894
1995,Malaysia,Vietnam,7495059928.97652,7635037118.884001,-139977189.9074812,Air Freight,36.41742426642125
1995,Malaysia,Mexico,7151161859.048477,7481367824.727476,-330205965.67899895,Pacific Ocean,28.227714632641348
1995,Singapore,USA,6688579863.461998,6712149975.390963,-23570111.928964615,Air Freight,30.432295989584667
1995,Singapore,China,2620080399.5843625,2750807102.542787,-130726702.95842457,Eurasian Railway,10.272907103122183
1995,Singapore,Japan,7060427048.519612,6906358290.304367,154068758.21524525,Eurasian Railway,6.304822298813476
1995,Singapore,Germany,12777402950.395844,12534123304.10623,243279646.28961372,Indian Ocean,34.137232951965046
1995,Singapore,South Korea,11656027376.953125,11998080569.3791,-342053192.4259758,Eurasian Railway,11.134366697407351
1995,Singapore,India,6850353365.781045,6690211193.9756365,160142171.80540848,Air Freight,27.671984594490162
1995,Singapore,UK,9013535984.094864,9439140078.339947,-425604094.24508286,Eurasian Railway,33.215178741156464
1995,Singapore,Taiwan,2107421775.8494458,2041102073.1341898,66319702.715255976,Indian Ocean,9.936782237458278
1995,Singapore,Vietnam,8860885597.455856,9026484135.204397,-165598537.74854088,Pacific Ocean,30.0556045926098
1995,Singapore,Mexico,887270213.0640113,872405884.0458069,14864329.01820445,Air Freight,37.49640283383049
1996,Taiwan,USA,35198540988.30242,34226260733.387638,972280254.9147835,Eurasian Railway,63.68752513082197
1996,Taiwan,China,1100932878.2250772,1070847846.6953608,30085031.529716372,Pacific Ocean,15.218612901398947
1996,Taiwan,Japan,1517731359.8480327,1462539634.94302,55191724.90501261,Air Freight,40.674824312131925
1996,Taiwan,Germany,2399855403.6251907,2357616555.6342254,42238847.99096537,Indian Ocean,56.892025933042106
1996,Taiwan,South Korea,15445341726.160292,14864454827.370813,580886898.7894783,Eurasian Railway,42.973960035487394
1996,Taiwan,India,13626280272.335035,14127161014.062393,-500880741.72735786,Eurasian Railway,42.97384374476893
1996,Taiwan,UK,4295152703.119758,4441146642.041231,-145993938.9214735,Air Freight,77.22432332625118
1996,Taiwan,Vietnam,4832849686.492619,4898951401.305652,-66101714.813033104,Eurasian Railway,10.93621014487141
1996,Taiwan,Mexico,5734693539.646041,5626038054.181206,108655485.46483517,Eurasian Railway,87.89925603459182
1996,USA,China,12328995466.095673,12849031544.306477,-520036078.210804,Indian Ocean,79.73971017540458
1996,USA,Japan,13133880185.395796,12591194263.197243,542685922.1985531,Indian Ocean,29.259291049249583
1996,USA,Germany,1955162867.0804052,1948505464.466379,6657402.614026308,Air Freight,17.241591835937058
1996,USA,South Korea,12138427777.38464,11740932747.325388,397495030.0592518,Eurasian Railway,17.803863530327977
1996,USA,India,7606272786.181531,7510915887.586671,95356898.59486008,Air Freight,58.84299418453858
1996,USA,UK,2039435914.0961518,2138180637.5247848,-98744723.42863297,Air Freight,46.518988532822675
1996,USA,Taiwan,8948744758.963806,8727638347.278875,221106411.6849308,Eurasian Railway,64.26609637050106
1996,USA,Vietnam,4838411484.895506,4814615892.452279,23795592.443226814,Indian Ocean,23.27240354405515
1996,USA,Mexico,9725002070.917229,9497182303.419647,227819767.49758148,Eurasian Railway,69.22916577248756
1996,South Korea,USA,13862696233.002333,13449949532.067606,412746700.9347267,Eurasian Railway,23.688474300319687
1996,South Korea,China,3446025900.447847,3557332941.9029126,-111307041.45506573,Indian Ocean,18.66380305742915
1996,South Korea,Japan,315902302.4215839,315868314.44103587,33987.98054802418,Air Freight,16.492052062870567
1996,South Korea,Germany,3635921960.6387734,3519327526.442284,116594434.19648933,Eurasian Railway,32.61226763449361
1996,South Korea,India,215520507.6356338,216338615.54379362,-818107.9081598222,Eurasian Railway,10.47839982980844
1996,South Korea,UK,13667727668.063263,14011481079.142923,-343753411.0796604,Indian Ocean,39.27317578405685
1996,South Korea,Taiwan,2004024158.3989382,2090594999.587222,-86570841.18828392,Indian Ocean,27.476511961217867
1996,South Korea,Vietnam,6932920496.667386,7107459098.170329,-174538601.50294304,Air Freight,39.05002053196595
1996,South Korea,Mexico,8597461080.4565,8328634480.686874,268826599.7696247,Indian Ocean,8.16920836020488
1996,Japan,USA,4675077268.572832,4664603234.261805,10474034.311027527,Indian Ocean,25.822719522408057
1996,Japan,China,3020113753.878332,2952529095.1635156,67584658.71481657,Eurasian Railway,5.356070296610235
1996,Japan,Germany,10883102108.954926,11184025778.151823,-300923669.1968975,Indian Ocean,31.02971566941754
1996,Japan,South Korea,5333986423.909976,5204361839.401966,129624584.50800991,Air Freight,16.801569319238645
1996,Japan,India,2579024384.9837165,2601174111.552467,-22149726.56875038,Air Freight,14.647548058479707
1996,Japan,UK,5163868519.522161,5129646674.541513,34221844.98064709,Air Freight,16.31299374722711
1996,Japan,Taiwan,3981501602.472332,4082146654.1247554,-100645051.65242338,Eurasian Railway,8.539369369077063
1996,Japan,Vietnam,10789270965.003761,10384375271.840637,404895693.1631241,Indian Ocean,28.261955147079558
1996,Japan,Mexico,955622863.9826891,995062765.7072484,-39439901.72455931,Air Freight,26.372472332112213
1996,Netherlands,USA,16175134870.620932,15741866013.413275,433268857.20765686,Eurasian Railway,26.429430699098553
1996,Netherlands,China,14222044128.836203,13999515992.149094,222528136.687109,Indian Ocean,38.69094942996603
1996,Netherlands,Japan,24803640511.805466,24880175412.235584,-76534900.43011856,Air Freight,41.536652388059935
1996,Netherlands,Germany,1099340911.1904752,1149489192.0428936,-50148280.85241842,Eurasian Railway,28.43365322852997
1996,Netherlands,South Korea,6092561968.162812,6093214067.686301,-652099.5234889984,Pacific Ocean,53.89973323707339
1996,Netherlands,India,3631680198.556008,3561582106.406681,70098092.1493268,Eurasian Railway,25.282838220806152
1996,Netherlands,UK,15459857306.038584,15592441596.331455,-132584290.29287148,Pacific Ocean,82.1836230992338
1996,Netherlands,Taiwan,13570342739.333708,12945105374.874119,625237364.459589,Indian Ocean,54.59990077439579
1996,Netherlands,Vietnam,5144317087.010783,5369460071.73487,-225142984.72408676,Pacific Ocean,58.167309317586195
1996,Netherlands,Mexico,11651746750.244886,11274185085.020336,377561665.22455025,Indian Ocean,15.015651110910726
1996,China,USA,14224953311.528793,13984685730.494226,240267581.03456688,Indian Ocean,23.11595887064034
1996,China,Japan,6048900487.882487,6151830137.712158,-102929649.8296709,Eurasian Railway,32.073103829495295
1996,China,Germany,9870305516.985975,9898673773.46246,-28368256.4764843,Air Freight,19.58754470487846
1996,China,South Korea,12523430233.019287,13043457295.305254,-520027062.2859669,Indian Ocean,12.399455552156644
1996,China,India,12560369723.71511,13092036694.627968,-531666970.91285706,Air Freight,8.832716318205737
1996,China,UK,12717650815.999681,13176933236.385313,-459282420.38563156,Pacific Ocean,18.59347656263592
1996,China,Taiwan,10765031596.322008,10786754786.225254,-21723189.903245926,Indian Ocean,8.01047724502125
1996,China,Vietnam,5820366053.847227,6085471974.503026,-265105920.6557989,Air Freight,34.1503104341226
1996,China,Mexico,2688851521.1578746,2558272114.6595087,130579406.49836588,Indian Ocean,20.11401485878327
1996,Germany,USA,16539044514.664207,16119766429.618975,419278085.0452328,Air Freight,23.50295412618997
1996,Germany,China,5629733861.242388,5830781763.150874,-201047901.90848637,Eurasian Railway,36.23594103516018
1996,Germany,Japan,2013965136.1444232,1962218958.6958215,51746177.44860172,Pacific Ocean,30.647885189190355
1996,Germany,South Korea,9468352317.874672,9336798745.089287,131553572.78538513,Pacific Ocean,9.887290856973978
1996,Germany,India,3802121902.268138,3668110161.3422327,134011740.92590523,Air Freight,12.044226079131235
1996,Germany,UK,8113162600.433926,7837481192.589593,275681407.8443327,Indian Ocean,38.29626240191442
1996,Germany,Taiwan,3625942101.420474,3486270155.837502,139671945.58297205,Indian Ocean,37.210008062274625
1996,Germany,Vietnam,13891388323.481373,13695886167.834604,195502155.64676857,Air Freight,37.11929536882584
1996,Germany,Mexico,10151625892.666857,10066433932.579544,85191960.0873127,Eurasian Railway,11.653293139082852
1996,Malaysia,USA,6313505048.56637,6440582650.7034025,-127077602.13703251,Indian Ocean,32.75725727806328
1996,Malaysia,China,13638113371.662642,13457353316.693811,180760054.9688301,Indian Ocean,35.4438403110461
1996,Malaysia,Japan,7001928332.462248,7162105466.109539,-160177133.64729118,Air Freight,13.984073654590322
1996,Malaysia,Germany,2300914951.1390123,2269059226.920072,31855724.218940258,Air Freight,27.246981954249332
1996,Malaysia,South Korea,11610840832.20269,11866564261.444992,-255723429.24230194,Air Freight,36.02625218643517
1996,Malaysia,India,9093492291.275658,8863485535.488771,230006755.78688622,Pacific Ocean,5.637491082619228
1996,Malaysia,UK,6459118647.330215,6412067870.034666,47050777.29554939,Pacific Ocean,31.186780425230648
1996,Malaysia,Taiwan,17195539280.497597,16954474116.459526,241065164.03807068,Air Freight,22.73652363083192
1996,Malaysia,Vietnam,4657443327.0149975,4434344796.989081,223098530.0259161,Pacific Ocean,11.343567004195341
1996,Malaysia,Mexico,13496330286.783514,13576427784.844572,-80097498.06105804,Pacific Ocean,36.311709417382346
1996,Singapore,USA,15577541595.473726,14880874341.262447,696667254.2112789,Pacific Ocean,38.375088526705916
1996,Singapore,China,12599522906.665167,12920686105.398829,-321163198.73366165,Indian Ocean,38.315933201639574
1996,Singapore,Japan,12663479645.294453,12361763596.353281,301716048.94117165,Indian Ocean,5.66399012717631
1996,Singapore,Germany,6045755596.243348,5863530244.958386,182225351.2849617,Pacific Ocean,33.933905954490974
1996,Singapore,South Korea,224178082.91912624,218849635.36085507,5328447.55827117,Air Freight,9.988472791029299
1996,Singapore,India,12044481046.780573,12359971503.616096,-315490456.8355236,Air Freight,34.0525584371952
1996,Singapore,UK,2698297685.410535,2725376366.97346,-27078681.56292534,Pacific Ocean,8.818942546495213
1996,Singapore,Taiwan,1955503858.7074056,1984035336.5439448,-28531477.83653927,Pacific Ocean,6.104584217146677
1996,Singapore,Vietnam,13637593035.831717,13106166442.801638,531426593.0300789,Air Freight,26.858962906893403
1996,Singapore,Mexico,7725748602.47725,7836339713.684477,-110591111.20722675,Pacific Ocean,32.99540115849905
1997,Taiwan,USA,17788396498.648186,17212224075.01717,576172423.6310158,Air Freight,59.72766167557582
1997,Taiwan,China,35466254399.90197,35482717421.5381,-16463021.636131287,Air Freight,47.15809165738706
1997,Taiwan,Japan,15311373483.988945,15294197824.747278,17175659.241666794,Eurasian Railway,75.55996663592146
1997,Taiwan,Germany,16486565114.679268,17126589095.008375,-640023980.3291073,Eurasian Railway,75.43101937029994
1997,Taiwan,South Korea,10056710446.967813,10117652172.043114,-60941725.07530022,Eurasian Railway,76.49245236448097
1997,Taiwan,India,15732285447.919481,16512565994.251041,-780280546.3315601,Eurasian Railway,19.831023156911122
1997,Taiwan,UK,6425376124.325426,6348966046.621615,76410077.70381069,Eurasian Railway,34.02489255380502
1997,Taiwan,Vietnam,14690098030.13563,14944498017.597595,-254399987.46196556,Indian Ocean,59.394910391205535
1997,Taiwan,Mexico,9277075250.20288,9253347455.078617,23727795.124263763,Air Freight,34.01350389373392
1997,USA,China,10258534322.931969,10204066729.121304,54467593.81066513,Pacific Ocean,88.39521908579567
1997,USA,Japan,10390214915.581133,10317475660.096994,72739255.48413849,Eurasian Railway,71.56851118244197
1997,USA,Germany,14170426346.309816,14853799811.32561,-683373465.0157928,Indian Ocean,55.006484301173025
1997,USA,South Korea,1962939131.2801678,1988558821.037495,-25619689.75732708,Pacific Ocean,73.33246683102642
1997,USA,India,3732375894.0893216,3775122471.7058926,-42746577.61657095,Eurasian Railway,58.73906844575379
1997,USA,UK,10165708728.290234,10567737710.012531,-402028981.72229767,Eurasian Railway,79.73084031382453
1997,USA,Taiwan,9124453851.871761,9155734072.101501,-31280220.229740143,Air Freight,79.38271087112896
1997,USA,Vietnam,10390346670.422958,9921793871.228775,468552799.19418335,Indian Ocean,83.95256965735904
1997,USA,Mexico,12257085760.213184,12057335252.96601,199750507.24717522,Air Freight,66.01493768095455
1997,South Korea,USA,13112480954.093544,13586468482.777779,-473987528.6842346,Pacific Ocean,12.293911807565946
1997,South Korea,China,437183723.1897139,455206555.28938174,-18022832.099667847,Indian Ocean,21.695214422520518
1997,South Korea,Japan,1573002976.716054,1627549560.424347,-54546583.70829296,Eurasian Railway,15.39957845343005
1997,South Korea,Germany,2441453503.159903,2483996435.7583327,-42542932.59842968,Pacific Ocean,23.31646577995652
1997,South Korea,India,17813887419.577305,18225965703.647793,-412078284.070488,Indian Ocean,25.437143248981023
1997,South Korea,UK,11284511508.165764,11811549036.727335,-527037528.5615711,Pacific Ocean,10.540833598436855
1997,South Korea,Taiwan,13538233721.434446,14174739144.496973,-636505423.0625267,Indian Ocean,37.0583929740194
1997,South Korea,Vietnam,3400749206.743721,3339322264.842094,61426941.901627064,Pacific Ocean,34.65427443667373
1997,South Korea,Mexico,727006806.7368674,743078390.510989,-16071583.774121523,Indian Ocean,21.663198645951756
1997,Japan,USA,11100072493.357279,10960503935.480057,139568557.87722206,Air Freight,8.04726461595385
1997,Japan,China,6814226909.301505,7133635270.324004,-319408361.0224991,Eurasian Railway,8.658388335703481
1997,Japan,Germany,12172064714.911547,12234983390.752882,-62918675.8413353,Air Freight,7.061371389970031
1997,Japan,South Korea,16982880642.323673,17282845769.40153,-299965127.077858,Indian Ocean,34.45915335866178
1997,Japan,India,10024917428.130808,9741717587.65983,283199840.4709778,Air Freight,24.397515036160897
1997,Japan,UK,7090930517.214767,6794098534.159874,296831983.0548935,Pacific Ocean,14.338233635908136
1997,Japan,Taiwan,10494754803.353153,10262611102.755733,232143700.59741974,Indian Ocean,28.12909544844683
1997,Japan,Vietnam,340869543.43680453,335487659.1655302,5381884.271274328,Air Freight,27.385214594698137
1997,Japan,Mexico,2330963598.7852845,2255839597.2819457,75124001.50333881,Pacific Ocean,30.92079698166654
1997,Netherlands,USA,7137034681.872657,6922516015.607184,214518666.2654724,Indian Ocean,71.36916489439994
1997,Netherlands,China,10961985598.438335,10434058076.25572,527927522.1826153,Indian Ocean,14.310947874173117
1997,Netherlands,Japan,29413361201.79036,29010995082.127808,402366119.6625519,Pacific Ocean,78.78103956714745
1997,Netherlands,Germany,17404335964.57337,17376126853.467,28209111.106372833,Eurasian Railway,79.19996900848425
1997,Netherlands,South Korea,19216806174.865425,19881179653.92867,-664373479.0632439,Pacific Ocean,47.29566441896337
1997,Netherlands,India,28878641057.328087,27958585296.285004,920055761.0430832,Pacific Ocean,45.97876008559791
1997,Netherlands,UK,13747624943.683563,13516015531.974028,231609411.7095356,Pacific Ocean,64.4188957026489
1997,Netherlands,Taiwan,18707282220.29824,18312213240.801758,395068979.49648285,Eurasian Railway,82.77103378453248
1997,Netherlands,Vietnam,14943714914.014002,15449649869.194496,-505934955.1804943,Pacific Ocean,35.26570050268472
1997,Netherlands,Mexico,13134592284.930756,12827761532.343674,306830752.5870819,Air Freight,36.51238117819641
1997,China,USA,10103783801.922663,9704617877.555855,399165924.36680794,Eurasian Railway,5.915465058634458
1997,China,Japan,8885413564.60113,9202280854.447556,-316867289.846426,Pacific Ocean,39.44208503348939
1997,China,Germany,5000466896.651244,4802086456.514215,198380440.1370287,Eurasian Railway,21.6832399866851
1997,China,South Korea,17519212943.022495,17258307898.99502,260905044.02747345,Indian Ocean,17.876882823562475
1997,China,India,514870798.3471616,529285302.70612705,-14414504.358965456,Pacific Ocean,15.877628272551044
1997,China,UK,10900031439.570957,11206811614.227917,-306780174.65695953,Pacific Ocean,17.43350013536243
1997,China,Taiwan,12253162332.63522,12862760226.239973,-609597893.6047535,Eurasian Railway,11.868121617666544
1997,China,Vietnam,17802027756.053093,17562868505.211685,239159250.84140778,Pacific Ocean,29.77161070388913
1997,China,Mexico,6268414757.460112,6281254611.165,-12839853.704888344,Pacific Ocean,31.163091386162726
1997,Germany,USA,12508415568.98198,12557710560.885958,-49294991.90397835,Eurasian Railway,37.13798194938124
1997,Germany,China,20122490950.440506,20584141124.251396,-461650173.8108902,Pacific Ocean,36.88590080048155
1997,Germany,Japan,10492620191.342697,10273054476.05513,219565715.28756714,Air Freight,28.42214017345179
1997,Germany,South Korea,2025312454.5890062,2093363568.5168934,-68051113.9278872,Air Freight,10.838256209085047
1997,Germany,India,519840059.26445544,524400007.0286004,-4559947.764144957,Pacific Ocean,19.490977331437627
1997,Germany,UK,10033992654.539925,9999214060.102797,34778594.43712807,Indian Ocean,16.78765405444762
1997,Germany,Taiwan,12435876584.664474,12919420080.255108,-483543495.5906334,Air Freight,10.15948182695496
1997,Germany,Vietnam,3140626566.98316,3054948834.1604977,85677732.82266235,Air Freight,26.21871803779052
1997,Germany,Mexico,10721697988.881989,10735406034.796665,-13708045.914676666,Indian Ocean,25.825342213144037
1997,Malaysia,USA,20158310174.583225,19155778937.132027,1002531237.4511986,Indian Ocean,34.65331381094593
1997,Malaysia,China,12471548966.579058,12435540966.97614,36007999.602918625,Air Freight,23.31354837581699
1997,Malaysia,Japan,12522386322.71757,12204196296.27258,318190026.44499016,Pacific Ocean,35.66061843777716
1997,Malaysia,Germany,961608240.0392305,968241976.0241023,-6633735.984871864,Air Freight,39.1246662844044
1997,Malaysia,South Korea,11483975934.060888,11357358419.879084,126617514.18180466,Pacific Ocean,12.776621167290525
1997,Malaysia,India,3888747797.749158,3968027360.368455,-79279562.61929703,Air Freight,32.120109404382816
1997,Malaysia,UK,14201348073.392065,14439658867.324995,-238310793.93293,Indian Ocean,37.710554849589386
1997,Malaysia,Taiwan,7128752555.254203,6978747851.175871,150004704.07833195,Eurasian Railway,15.61673838382455
1997,Malaysia,Vietnam,14793081638.834375,14259630058.165258,533451580.669117,Eurasian Railway,14.73608719563633
1997,Malaysia,Mexico,2619915159.9277377,2547459035.0753284,72456124.85240936,Indian Ocean,23.047465359027388
1997,Singapore,USA,16024678255.914522,16810712946.389767,-786034690.4752445,Indian Ocean,19.938994266501226
1997,Singapore,China,6131278041.906685,5983632666.234048,147645375.672637,Eurasian Railway,29.25962613177604
1997,Singapore,Japan,6812716927.747271,6791353200.27724,21363727.470030785,Indian Ocean,27.31863751168853
1997,Singapore,Germany,15930073102.5909,16714326098.020748,-784252995.4298477,Pacific Ocean,23.634711743665644
1997,Singapore,South Korea,11456937568.725042,11602757621.252174,-145820052.52713203,Air Freight,6.4210035672209855
1997,Singapore,India,6463721051.255763,6415961544.831159,47759506.424604416,Pacific Ocean,11.317749194553901
1997,Singapore,UK,13438821048.300913,14088940323.942467,-650119275.6415539,Pacific Ocean,17.519302689355218
1997,Singapore,Taiwan,11199604503.377237,11623154965.417479,-423550462.04024124,Eurasian Railway,8.561802879297794
1997,Singapore,Vietnam,1684944117.2701313,1636998019.275148,47946097.994983435,Indian Ocean,13.35376874060334
1997,Singapore,Mexico,9159405048.586563,8894503728.019375,264901320.56718826,Eurasian Railway,13.510865073400517
1998,Taiwan,USA,21680815252.822483,21867870493.940636,-187055241.11815262,Pacific Ocean,29.47859812846567
1998,Taiwan,China,23682267813.681885,22608441488.72013,1073826324.9617538,Pacific Ocean,68.50323088527105
1998,Taiwan,Japan,18898330501.30503,18788654711.7199,109675789.5851326,Eurasian Railway,86.4835749902433
1998,Taiwan,Germany,14676348761.42075,15329177809.130926,-652829047.7101765,Pacific Ocean,33.348157273327175
1998,Taiwan,South Korea,1255069608.8619063,1252948678.2883172,2120930.5735890865,Pacific Ocean,27.06961257242355
1998,Taiwan,India,3102109355.498563,3230336968.2511926,-128227612.75262976,Air Freight,71.36093552147372
1998,Taiwan,UK,4015113040.4442463,3850206686.129353,164906354.31489325,Pacific Ocean,59.23815122095108
1998,Taiwan,Vietnam,6905777779.34878,6711075786.718118,194701992.63066196,Pacific Ocean,37.75306562967178
1998,Taiwan,Mexico,10267529206.40238,10710878709.25095,-443349502.84856987,Indian Ocean,39.79033507128886
1998,USA,China,16297184093.014193,15581154398.364761,716029694.6494312,Air Freight,58.776146572123515
1998,USA,Japan,17372973650.75339,16801615501.027868,571358149.725523,Indian Ocean,60.449949909226596
1998,USA,Germany,2888648643.5758505,2902278178.177379,-13629534.601528645,Indian Ocean,44.28740856761371
1998,USA,South Korea,4804554947.156778,4951964306.456509,-147409359.2997303,Air Freight,81.16872218525177
1998,USA,India,12394603438.308567,11951425262.299261,443178176.00930595,Eurasian Railway,29.418604195981697
1998,USA,UK,13452147822.292158,14108012440.009192,-655864617.7170334,Pacific Ocean,17.819718651168195
1998,USA,Taiwan,11281617319.767288,11017735882.26392,263881437.50336838,Eurasian Railway,20.818830039584633
1998,USA,Vietnam,3569793461.1618795,3601773201.626355,-31979740.46447563,Eurasian Railway,30.57599442718983
1998,USA,Mexico,10548837106.087667,10540542833.597748,8294272.4899196625,Pacific Ocean,44.74334155442377
1998,South Korea,USA,13909144004.371504,13745429227.506268,163714776.86523628,Air Freight,14.667337143282316
1998,South Korea,China,5235942920.421854,5069082569.924846,166860350.49700832,Indian Ocean,30.968834686000253
1998,South Korea,Japan,13732920021.284134,14096342515.710989,-363422494.4268551,Pacific Ocean,8.048298781340923
1998,South Korea,Germany,16478389669.041046,17208179889.67189,-729790220.6308441,Eurasian Railway,27.56247023122222
1998,South Korea,India,17250357400.127575,17767499294.758568,-517141894.6309929,Air Freight,16.62890113662844
